sentence,polarity,category,aspect
والله نصيحه اخطي من هذي ماكله ماشي صحيه خلاص وتدمر صحه,Negative,RESTAURANT#cleanliness,نظافة
محلا لمرا ومخف دمها,Positive,RESTAURANT#SERVICE,شاف
اسمه حقيقي بوريتوس وليس تاكوس تاكوس يكون غير خبر مفتوح ممكن تتاكد من معلومه لكن احنا في شمال افريق الله يسمحل حرف اسمه حقيقي,Positive,RESTAURANT#GENERAL,مطعم
يبتكر تاكوس عائلي ههه,Negative,RESTAURANT#GENERAL,مطعم
قمه في تحيل علي حريف 30 د جرد سندويش ملبز في فرنسا خير و ابن و خدمه نضيفه و ميوصلش هكا,Negative,FOOD#PRICES,سوم
قمه في تحيل علي حريف 30 د جرد سندويش ملبز في فرنسا خير و ابن و خدمه نضيفه و ميوصلش هكا,Positive,RESTAURANT#cleanliness,نظافة
منعرفش اسعار هذي عاديه ولت في تونس و لا خاطر انا مش فالبلاد مش فايقه غلا هذا الكل ربي يلطف بينا يا ربي,Negative,FOOD#PRICES,سوم
تاكوس سلاطه بصل الله الله عالتاكوس كي تقمل وطاح سعدو,Negative,RESTAURANT#GENERAL,مطعم
تاكو سمنعرفوش هكا خبز متاعو يشبه لل شيبس اسمو ناكوس كعور و دز عور,Negative,RESTAURANT#GENERAL,مطعم
هذا لا يشبه بشيء تاكوس مكسيكي لا علاقه بعيد بعد سماء علي ارض,Positive,RESTAURANT#GENERAL,مطعم
الي بال يسري يسري بكيفو الي مايساعدوش يروح يعطي بعيد,Positive,GENERAL,
تو هذا يسموه تاكوس في تونستاكوس حاجه اخري يا معلم,Positive,RESTAURANT#GENERAL,مطعم
هاذا لا علاقه له بتاكوس مكسيكي هه,Negative,RESTAURANT#GENERAL,مطعم
معادش تهبطل هكا هلكت قناه,Negative,GENERAL,
كش تاكوس هاذا سندويتش,Negative,RESTAURANT#GENERAL,مطعم
تو هذا تاكو و زيد مكسيكي ب 30 دينار,Negative,FOOD#PRICES,سوم
اقل احتمال شندويتش من 10 بجي معاه شعره لازم يتغطي شعر في اي بلاصه سلاطه مقطعه كمل خط في تروتوار خير اما ظاهر بنين صراحه,Positive,FOOD#QUALITY,اكل
اقل احتمال شندويتش من 10 بجي معاه شعره لازم يتغطي شعر في اي بلاصه سلاطه مقطعه كمل خط في تروتوار خير اما ظاهر بنين صراحه,Negative,RESTAURANT#cleanliness,نظافة
هذا ماهوش تاكو هذا بوريتو,Negative,RESTAURANT#GENERAL,مطعم
هدا بوريتو مكسيكي مش كما طاكوس جزايري,Negative,RESTAURANT#GENERAL,مطعم
تاكوس هذا اخترع في فرنسا وما عندو حتي علاقه بتاكوس ستريد فود مكسيكي رجاء تصحيح بما انها صفحه متخصصه في موضوع,Negative,RESTAURANT#GENERAL,مطعم
تاكوس سلاطه وين جاء هذا اعع حشي نعمه ربي اما انا نعرف تاكوس جبن خمسه انواع و لحم و صوص مش سلايط,Negative,RESTAURANT#GENERAL,مطعم
حمد لله نباتيه شنيه ال 30 دينار اتق الله في شعب يتفرج و يشتهي خلي الي معندوش يعيش معا,Negative,FOOD#PRICES,سوم
تاكو يظهر طاير و بنين اما الي تتكلم سكرتلي شاهيه,Positive,FOOD#QUALITY,اكل
موش مكسيكي اصل لاخر تاكو مالمكسيك موش كي هذا اخترعو واحد دزيري لاه في فرنسا بري شوف,Positive,FOOD#QUALITY,اكل
بقدش هاذا,Negative,FOOD#PRICES,سوم
30 دينار تونسي حسيتو غالي ياسر,Negative,FOOD#PRICES,سوم
علاه تهدري هك لاه تتمنعم فلهدره,Negative,GENERAL,
ظاهر باهي اما 30د حق كيلو لحم وتاكل لصباح يعني خدام يخدم نهار كامل مايخلطش علي تاكوص جيي مم انا بعت علي لاد مده اما يظهرلي سعات انو استغلال ولهفه وقله مراقبه من مصالح ريستو ايبيع كيما احب,Positive,FOOD#QUALITY,اكل
ظاهر باهي اما 30د حق كيلو لحم وتاكل لصباح يعني خدام يخدم نهار كامل مايخلطش علي تاكوص جيي مم انا بعت علي لاد مده اما يظهرلي سعات انو استغلال ولهفه وقله مراقبه من مصالح ريستو ايبيع كيما احب,Negative,FOOD#PRICES,سوم
والله عظيم انا نخدم فيها في افرنسا اربعاء انواع لحم نبيع بتسعه اور في فرنسا اخرس وتبكوي من فقر و مزريه هن لا يشترونه عرب انه غالي,Negative,FOOD#PRICES,سوم
روعه,Negative,FOOD#PRICES,سوم
بالهي كيفاش هذا اسمو تاكوس عمرو لكان تاكوس هذا لا في منضر لا في محطوط في وسطو,Negative,FOOD#QUALITY,اكل
هو بنين بصراحه اما ياسر ب30 انا شريت صغير ب8000 ظاهرلي واستغليتو خلي 30 يامعلم علاش شفما كفر هذا موش تاكوس,Negative,FOOD#PRICES,سوم
هو بنين بصراحه اما ياسر ب30 انا شريت صغير ب8000 ظاهرلي واستغليتو خلي 30 يامعلم علاش شفما كفر هذا موش تاكوس,Positive,FOOD#QUALITY,اكل
واصل يا معلم,Negative,GENERAL,
ههه يا معلم شنيا 30 دينار علي مزبف تاكوس يا واله حوال ههه صاحبي انا نعيش في ليون في فرنسا موطن اصلي لتاكوس صاحبي ب 4 اورو تاكل تاكوس صحيح وبن وزيد اكتشف واحد دزري لهنا ولد حومتي فيوالوصفه صحيحه ميعرف كان هوا هذاكا موش صحيح برجول ملا شعب نبداش نخلس ١٠٠ ملي في شهر منخذوش تاكوس ب ٣٠ دينار ونزدك زياده لهنا معادش يكلوه تاكوس ولا قديم تلعت حواج جديده صديقي تونس مزال وين وصل هذاكا علاه شعب ملهوف ههه واله حوال كعور ودز عور ب 30 دينار ههه,Negative,FOOD#PRICES,سوم
ممكن اعرف انواع صوص اعرف صوص جيري برتقالي لاكن صوص اخضر ابيض,Negative,RESTAURANT#GENERAL,مطعم
ملفوف ب30دينار,Negative,FOOD#PRICES,سوم
تاكوس مذرح,Negative,FOOD#QUALITY,اكل
تخاف يخرجلك واحد يقلك ماشي مكسيكي تاكوس او تاكوس مغربي ههه اوروزم تونس بعيده علي كون قالك لبلابي من مراكش ههه ههه ههه,Negative,RESTAURANT#GENERAL,مطعم
كعور و دز اعور توانسه يعشق مظاهر ههه ملفوف ردوه تاكوس و ب30 دينار خليه يرفد من لحيه دغف,Negative,FOOD#QUALITY,اكل
كعور و دز اعور توانسه يعشق مظاهر ههه ملفوف ردوه تاكوس و ب30 دينار خليه يرفد من لحيه دغف,Negative,FOOD#PRICES,سوم
والله كان نشري سندويتش بثلاث دينار,Negative,FOOD#PRICES,سوم
لا علاقه تاكوس غالي و خلط جلط بات متعشي,Negative,FOOD#PRICES,سوم
غوص من لحيه دغف ههه امسخ يع لي قاعده صراحه تعجب اكل شارع تونسي تبان تشهي ولو انهم في تعليق الكل غير راض عن تاكوس هذا ولكن اسف يبقي مشتري هو صاحب قرار ولا يعرف كيف يستغل ذلك فلو كل زبون يسال عن سعر ولا يعجبه يرفض يشتري حتي اصحاب مداخيل مرتفعه كان بائع اضطر يخفض سعر وفوق خدمه ممتاز لجلب زبائن لكن اسف بعض يقولو سعره مرتفع ومع ذلك,Negative,RESTAURANT#cleanliness,نظافة
يشري مايدفع بائع في ابقاء علي نفس جوده وعلي نفس سعر لا تخفيض لاتحس نتم ثقافه استهلاك تعم وطان مغربي لانه لاتوجد رقابه وبالتالي زبون هو مراقب,Negative,RESTAURANT#GENERAL,مطعم
هاذا يتسمي بوريتو وليس تاكوس انا مقيم في امريكا وزرت مكسيك عديد مرات ليس اخرس 30 دينار توانسه يلوجو كان علي كذب مطاعم متاع تفوخير فارغ فك علي عاد كثرت راك,Negative,FOOD#PRICES,سوم
علش اطلب من خدامه بشري ههه تسوي ليش ما تذكر يا حبيب مكون علي وصف علش بشوره تطبق اقدم محتوي عاب الي عجب لا يبخل علي لا علاقه له ابدا بساندويش تاكو مكسيكي لا من حيث شكل ولا مكون اظنه علي حسب ما جاء فالفيديو خبز سوري اذا لم يخيب ظني ومحشي بمك علي حسب ذوق زبون او شاف محضر اما انو هادا تاكو ههي,Negative,RESTAURANT#GENERAL,مطعم
راك بعيد هذا حانوط حاجه من وراء عقل قريت في جوجل وما صدقتش لين شفت تدخل حاطط غناء راسك يتفلق ما تجمش حتا تسمع روحكوالسيد الي علي كاسه مغرور باش يطرشق تحسو فخور خاطر يبيع في كسكروت,Negative,RESTAURANT#SERVICE,شاف
نسبه تاكوس صراحه بنين اما انا شخص معادش نعاود نمشيلو,Positive,FOOD#QUALITY,اكل
نسبه تاكوس صراحه بنين اما انا شخص معادش نعاود نمشيلو,Negative,RESTAURANT#SERVICE,شاف
دينار 30,Negative,FOOD#PRICES,سوم
باطل ماناكلوش,Negative,RESTAURANT#GENERAL,مطعم
مكسكي جونا احلا جو,Negative,RESTAURANT#GENERAL,مطعم
تاكوس لازمو يحط فيه فريت مش لحم و صوص و جبن مبشور سلاطه برك اما ضاهر بنين,Positive,FOOD#QUALITY,اكل
توانسا كانت ماكله متاع صحيه شقاله كسكسي صحن مقرونه و لا محمصه جاريه بركوكش مدبش ڨديد مع اربعه متاع عشيه ايتره بسيسه حلبه وماكناش ناكلو حاجه خفيفه في ليل كنا نتعشو كسكسي ولباس وكان كلي في شارع ما نفوتوش حاره فريكاسي و لا كسروت هريسه و سردينه وكنا عايش و لباس وماكانش عند سوء تغذيه تو بدي نشوفو في ناس تاكل تاكوس و لاخر يتفوخر ماكدونالد ارجعو شوي لدارس معاهد تغذيه عالميه تو تشوفو اللي شعب امريكي مثلا اكثر شعب يعا من سوء تغذيه و امراض سكر سمنه سرط تشوه جيني شعوب امريكا لاتينيه كذلك علاش علا خاطر شعوب هذي ديما ماكلت من شارع وقليل وين ياكلو حاجه مطبوخه وان تشوفو في فيديو كميه مواد مصبره الي تحطت في سندويتش معده متاع بنادم ماهيش نحاس راهي وعلي فكره لحم من اكثر مواد غذائيه الي يلزم اطيب في ماء مطبوخه مشوي مره بعد قداش خاطر كثره مشوي تسبب سرط معده عافا و عافا الله واللي موش مقتنع بكلامي ينجم يشوف مختص في تغذيه تو يعطيه صحيح وتو يرجع ياكل محمصه جاريه و يتبنن وعذرا علي اطاله و ربي يعا كسكروتاجي علي كل حال,Positive,RESTAURANT#GENERAL,مطعم
علاش سوم هذا تي في اغلي مدن في عالم تلقاه ارخص نيويورك دوحه سينقافوره ستوكهولم دبي تي نمشي ناكله في مكسيك نعمل سياحه ونشيخ روحي انا جوست عالتمنييك عال اخي ملي بديت تعمل في اعل مطاعم بدات تفثد مصدقيت و هدف اساسي الي هوا طعم لذيذ و رفق في اسعار جمعه اخري تسمع سندويتش اصبح ب 60 د,Negative,FOOD#PRICES,سوم
ملا دغف,Negative,GENERAL,
ويني دوله,Negative,GENERAL,
لا تاكوس لا شيوديجا ماهوش تاكوس هذاكا اللي في عينك حلا مش كان من برا جا بعد كسكروت تونسي ولا كفتاجي ولا كسكروت لبلابي بنزرت فريكاسي توفي ماكله شارع مكسيكي عايش في وسط ماكلت مافي مايعجب باسله و امريك عملول اسم فارغ ك جات حدود مع بلاد اخري راهو ماسمع بماكلت حد ماتجي شي قدام ماكله شارع متع تونسف ريستور يهودي حل بحذا يخدم في كسكروت مسميه كسكروت تونسي كيما كسكروت تن متع تونس هريسه كسكروت صغير مايشبعش ويبيعوه ب12 دولار وخارج مليح ك جا في تونس راهو محقور,Negative,FOOD#QUALITY,اكل
